city_id,time_utc,local_time,temperature,humidity,cloudiness_pc,wind_speed,precipitation_prob,rain_volume,snow_volume
2911298,1655748000,2022-06-20 20:00:00,16.65,63,49,3.96,0,0,0
2911298,1655758800,2022-06-20 23:00:00,10.69,95,4,2.64,0,0,0
2911298,1655769600,2022-06-21 02:00:00,9.9,97,36,1.96,0,0,0
2911298,1655780400,2022-06-21 05:00:00,9.08,97,38,1.39,0,0,0
2911298,1655791200,2022-06-21 08:00:00,13.85,77,36,1.91,0,0,0
2911298,1655802000,2022-06-21 11:00:00,19.59,44,57,1.99,0,0,0
2911298,1655812800,2022-06-21 14:00:00,23.38,32,48,2.83,0,0,0
2911298,1655823600,2022-06-21 17:00:00,23.95,32,68,2.7,0,0,0
2911298,1655834400,2022-06-21 20:00:00,20.72,54,57,2.58,0,0,0
2911298,1655845200,2022-06-21 23:00:00,13.7,67,71,2.08,0,0,0
2911298,1655856000,2022-06-22 02:00:00,12.11,68,75,1.93,0,0,0
2911298,1655866800,2022-06-22 05:00:00,11.07,69,68,1.95,0,0,0
2911298,1655877600,2022-06-22 08:00:00,15.21,65,44,2.51,0,0,0
2911298,1655888400,2022-06-22 11:00:00,20.05,57,77,4.38,0,0,0
756135,1655467200,2022-06-17 14:00:00,21.07,52,56,4.95,0.35,0,0
756135,1655478000,2022-06-17 17:00:00,21.11,48,90,4.11,0.08,0,0
756135,1655488800,2022-06-17 20:00:00,19.49,56,83,3.07,0.01,0,0
756135,1655499600,2022-06-17 23:00:00,16.3,71,61,1.87,0,0,0
756135,1655510400,2022-06-18 02:00:00,14.92,75,69,1.64,0,0,0
756135,1655521200,2022-06-18 05:00:00,14.26,77,95,1.32,0,0,0
756135,1655532000,2022-06-18 08:00:00,18.45,61,92,2.61,0,0,0
756135,1655542800,2022-06-18 11:00:00,22.23,47,94,3.86,0,0,0
756135,1655553600,2022-06-18 14:00:00,25.07,38,86,4.75,0,0,0
756135,1655564400,2022-06-18 17:00:00,25.99,41,7,5.34,0,0,0
756135,1655575200,2022-06-18 20:00:00,23.45,55,4,4.48,0,0,0
756135,1655586000,2022-06-18 23:00:00,21.11,61,17,4.32,0,0,0
756135,1655596800,2022-06-19 02:00:00,19.19,69,12,3.19,0,0,0
756135,1655607600,2022-06-19 05:00:00,18.14,75,2,2.53,0,0,0
756135,1655618400,2022-06-19 08:00:00,23.59,56,2,4.04,0,0,0
756135,1655629200,2022-06-19 11:00:00,29.45,41,4,5.43,0,0,0
756135,1655640000,2022-06-19 14:00:00,31.77,35,6,7.13,0,0,0
756135,1655650800,2022-06-19 17:00:00,31.74,37,47,6.24,0,0,0
756135,1655661600,2022-06-19 20:00:00,27.77,49,34,4.71,0,0,0
756135,1655672400,2022-06-19 23:00:00,23.63,52,18,5.06,0,0,0
756135,1655683200,2022-06-20 02:00:00,22.24,49,11,4.26,0,0,0
756135,1655694000,2022-06-20 05:00:00,20.98,55,95,2.58,0.08,0,0
756135,1655704800,2022-06-20 08:00:00,19.73,76,93,3.52,0.2,0.15,0
756135,1655715600,2022-06-20 11:00:00,18.39,86,86,3.95,0.96,1.3,0
756135,1655726400,2022-06-20 14:00:00,18.31,82,93,3.08,1,0.47,0
756135,1655737200,2022-06-20 17:00:00,14.42,92,100,4.81,1,1.5,0
756135,1655748000,2022-06-20 20:00:00,13.81,91,100,3.5,1,1.23,0
756135,1655758800,2022-06-20 23:00:00,11.94,87,7,4.82,0.37,0.18,0
756135,1655769600,2022-06-21 02:00:00,10.66,91,21,4.74,0,0,0
756135,1655780400,2022-06-21 05:00:00,9.93,92,4,4.83,0,0,0
756135,1655791200,2022-06-21 08:00:00,13.95,70,6,5.6,0,0,0
756135,1655802000,2022-06-21 11:00:00,18.84,45,0,5.2,0,0,0
756135,1655812800,2022-06-21 14:00:00,21.8,36,4,5.14,0,0,0
756135,1655823600,2022-06-21 17:00:00,20.56,42,70,4.67,0,0,0
756135,1655834400,2022-06-21 20:00:00,19.18,53,63,2.42,0,0,0
756135,1655845200,2022-06-21 23:00:00,16.25,60,30,3.3,0,0,0
756135,1655856000,2022-06-22 02:00:00,14.68,66,18,2.79,0,0,0
756135,1655866800,2022-06-22 05:00:00,13.65,69,25,2.8,0,0,0
756135,1655877600,2022-06-22 08:00:00,18.18,53,47,3.36,0,0,0
756135,1655888400,2022-06-22 11:00:00,24.03,35,99,3.7,0,0,0
2761369,1655467200,2022-06-17 14:00:00,23.9,50,36,5.66,0.59,0,0
2761369,1655478000,2022-06-17 17:00:00,24.03,44,28,5.46,0.02,0,0
2761369,1655488800,2022-06-17 20:00:00,20.85,53,61,3.24,0,0,0
2761369,1655499600,2022-06-17 23:00:00,16.77,70,79,1.13,0,0,0
2761369,1655510400,2022-06-18 02:00:00,15.52,74,84,1.22,0,0,0
2761369,1655521200,2022-06-18 05:00:00,14.73,75,92,0.96,0,0,0
2761369,1655532000,2022-06-18 08:00:00,19.61,57,90,0.63,0,0,0
2761369,1655542800,2022-06-18 11:00:00,24.8,41,75,1.02,0,0,0
2761369,1655553600,2022-06-18 14:00:00,28.51,32,70,0.62,0,0,0
2761369,1655564400,2022-06-18 17:00:00,28.88,31,40,1.43,0,0,0
2761369,1655575200,2022-06-18 20:00:00,24.04,51,23,2.6,0,0,0
2761369,1655586000,2022-06-18 23:00:00,20.28,58,4,2.11,0,0,0
